Suma de ID_Venta,Suma de ID_Detalle,ID_Producto,ID_Cliente,ID_Vendedor,ID_Sucursal,ID_Pago,ID_Tiempo,Cantidad_Vendida,Total_Ventas,Suma de Precio_Unitario,Suma de Subtotal
3330,3632,21,463,43,11,2,331,31,1878.64,413.36,12814.16
3331,15019,7,1000,39,10,1,301,51,1046.57,157.33,8023.83
3333,17727,10,195,35,8,3,11,93,4635.34,305.05,28369.65
3334,2945,27,29,69,12,2,12,81,3449.95,402.68,32617.08
3336,7405,28,317,43,10,2,354,57,4944.15,358.39,20428.23
3338,11893,3,106,85,1,3,54,9,4615.11,409,3681
3338,12462,12,106,85,1,3,54,79,4615.11,44.86,3543.94
3338,2025,14,106,85,1,3,54,24,4615.11,184.34,4424.16
3338,1428,22,106,85,1,3,54,6,4615.11,78.26,469.56
3341,3634,27,34,45,10,2,221,17,3372.92,471.57,8016.69
3341,13323,28,34,45,10,2,221,82,3372.92,327.25,26834.5
3342,17623,13,377,66,11,2,169,96,1729.7,34.53,3314.88
3343,11567,4,30,30,9,2,203,74,900.29,444.59,32899.66
3343,15453,14,30,30,9,2,203,68,900.29,52.93,3599.24
3343,18717,24,30,30,9,2,203,41,900.29,129.95,5327.95
3345,91,21,560,10,6,1,362,6,1737.5,393.08,2358.48
3346,3544,8,406,20,4,2,35,48,3762.79,380.88,18282.24
3347,15795,6,386,68,4,2,276,31,1728.18,140.13,4344.03
3347,19613,27,386,68,4,2,276,25,1728.18,203.19,5079.75
3349,19776,17,680,34,9,2,257,76,2510.03,441.44,33549.44
3352,17978,17,913,51,8,3,196,66,4324.22,492.53,32506.98
3353,12782,16,563,62,8,3,273,93,2936.18,373.5,34735.5
3354,15579,10,291,44,3,3,21,44,3677.66,418.38,18408.72
3354,17518,15,291,44,3,3,21,24,3677.66,327.74,7865.76
3355,8636,19,817,62,4,3,21,71,192.8,344.45,24455.95
3357,15848,2,800,44,6,2,193,6,3008.49,308.46,1850.76
3357,3322,7,800,44,6,2,193,99,3008.49,130.25,12894.75
3357,13499,9,800,44,6,2,193,97,3008.49,239.41,23222.77
3358,1616,16,944,54,12,1,146,84,3399.01,428.17,35966.28
3359,19522,1,12,91,2,2,313,78,1277.71,262.32,20460.96
3361,10786,12,731,57,1,3,135,12,1917.86,377.26,4527.12
3362,6493,2,926,55,11,2,10,20,4592.08,296.38,5927.6
3362,9763,7,926,55,11,2,10,47,4592.08,113.2,5320.4
3362,15742,9,926,55,11,2,10,42,4592.08,331.25,13912.5
3366,1323,21,887,67,8,3,161,82,748.67,20.2,1656.4
3367,13983,6,438,34,6,1,90,44,1191.21,404.07,17779.08
3367,17340,22,438,34,6,1,90,93,1191.21,408.4,37981.2
3368,9987,19,220,24,5,1,211,44,3540.79,83.08,3655.52
3368,16920,29,220,24,5,1,211,73,3540.79,408.56,29824.88
3370,19450,21,298,21,12,3,75,20,2861.32,157.93,3158.6
3372,10524,6,177,46,3,1,229,99,2158.31,156.61,15504.39
3372,400,16,177,46,3,1,229,91,2158.31,123.9,11274.9
3376,17845,5,882,33,10,3,6,71,1391.74,239.42,16998.82
3376,15231,17,882,33,10,3,6,11,1391.74,416.16,4577.76
3379,2927,22,232,42,10,2,333,98,4694.4,446.52,43758.96
3380,9162,6,917,89,3,1,181,83,4859.68,144.86,12023.38
3380,4626,14,917,89,3,1,181,8,4859.68,430.16,3441.28
3380,15195,20,917,89,3,1,181,14,4859.68,13.49,188.86
3380,4907,22,917,89,3,1,181,6,4859.68,448.64,2691.84
3381,4880,16,924,25,8,1,350,87,826.81,421.05,36631.35
3382,14543,23,862,44,6,2,241,19,1745.17,437.52,8312.88
3383,14274,4,62,21,10,1,324,40,2479.21,492.87,19714.8
3384,3141,10,582,51,11,2,317,59,3080.21,443.65,26175.35
3384,3788,27,582,51,11,2,317,81,3080.21,440.97,35718.57
3386,5143,22,695,91,3,3,191,17,554.56,306.45,5209.65
3387,14466,3,452,100,7,2,332,53,1593.18,336.27,17822.31
3387,8069,5,452,100,7,2,332,52,1593.18,274.4,14268.8
3387,8124,7,452,100,7,2,332,9,1593.18,370.05,3330.45
3388,4748,3,308,98,3,3,362,60,2456.2,12.09,725.4
3388,4963,15,308,98,3,3,362,1,2456.2,131.55,131.55
3388,9349,28,308,98,3,3,362,48,2456.2,154.28,7405.44
3389,13836,26,91,53,3,2,41,19,849.75,232.84,4423.96
3391,5267,13,594,93,9,3,356,46,4822.42,33.74,1552.04
3392,5255,2,923,35,12,1,292,70,4623.68,388.61,27202.7
3393,16050,8,440,18,9,3,285,34,3233.8,71.13,2418.42
3393,9252,24,440,18,9,3,285,15,3233.8,317.65,4764.75
3393,10562,27,440,18,9,3,285,10,3233.8,192.65,1926.5
3394,7130,19,466,74,9,1,298,92,2971.02,256.46,23594.32
3395,3292,2,787,13,10,3,134,92,1902.97,337.84,31081.28
3395,17367,14,787,13,10,3,134,1,1902.97,251.38,251.38
3400,7895,2,677,11,5,1,223,69,4071.31,470,32430
3402,3513,13,159,63,9,3,234,23,4085.78,241.01,5543.23
3404,17868,8,207,54,6,1,83,17,286.77,373.25,6345.25
3404,6029,16,207,54,6,1,83,18,286.77,111.27,2002.86
3404,380,28,207,54,6,1,83,43,286.77,407.75,17533.25
3405,15688,19,812,52,6,2,227,28,2064.12,206.36,5778.08
3408,4193,2,224,19,1,3,123,51,1966.7,434.34,22151.34
3409,5289,20,132,78,4,1,123,78,1003.18,272.4,21247.2
3412,2772,21,621,84,10,1,270,29,2126.3,412.13,11951.77
3416,11712,9,248,40,10,1,76,79,1175.54,99.34,7847.86
3416,5589,20,248,40,10,1,76,23,1175.54,84.95,1953.85
3417,13744,21,708,70,5,1,226,45,857.78,137.07,6168.15
3417,17323,26,708,70,5,1,226,23,857.78,75,1725
3422,17920,11,296,1,8,3,4,55,4766.47,119.29,6560.95
3423,1276,23,810,96,6,2,77,93,4030.19,253.31,23557.83
3425,12998,14,90,23,2,1,33,20,1635.83,359.7,7194
3425,8749,20,90,23,2,1,33,7,1635.83,269.3,1885.1
3428,4881,19,723,88,3,3,217,5,4011.32,34.48,172.4
3428,1448,28,723,88,3,3,217,77,4011.32,335.7,25848.9
3430,11605,16,649,55,10,3,218,95,1044.57,15.44,1466.8
3431,15972,13,309,94,11,1,166,48,3610.16,22.77,1092.96
3433,18185,25,137,52,5,3,223,58,4266.46,166.64,9665.12
3434,13767,2,349,61,11,3,81,48,441.36,287.35,13792.8
3434,2583,15,349,61,11,3,81,21,441.36,30.1,632.1
3434,12312,18,349,61,11,3,81,10,441.36,366.23,3662.3
3434,5685,22,349,61,11,3,81,39,441.36,454.35,17719.65
3435,1672,1,905,55,5,1,99,82,3807.77,323.84,26554.88
3435,11128,7,905,55,5,1,99,91,3807.77,279.4,25425.4
3435,12183,13,905,55,5,1,99,56,3807.77,335.6,18793.6
3437,13775,3,371,27,3,3,133,94,4604.35,184.67,17358.98
3437,10067,5,371,27,3,3,133,14,4604.35,412.22,5771.08
3437,9032,17,371,27,3,3,133,78,4604.35,420.78,32820.84
3439,8730,2,997,58,10,3,321,18,1635.81,207.76,3739.68
3439,9952,4,997,58,10,3,321,100,1635.81,185.03,18503
3439,12426,5,997,58,10,3,321,72,1635.81,332.64,23950.08
3442,605,23,781,54,12,1,82,12,4005.99,103.35,1240.2
3444,15196,2,408,47,9,2,61,51,2299,209.68,10693.68
3446,19392,15,287,86,11,1,226,55,4889.37,339.87,18692.85
3446,7652,29,287,86,11,1,226,5,4889.37,33.69,168.45
3447,4322,18,162,13,5,1,134,87,674.93,229.63,19977.81
3448,14760,24,186,52,12,2,173,41,3227.25,369.47,15148.27
3449,13722,6,320,55,11,1,153,24,2358.24,468.93,11254.32
3449,6555,29,320,55,11,1,153,100,2358.24,258.44,25844
3451,19975,25,834,53,9,1,251,3,3095.6,124.62,373.86
3453,4074,3,215,42,4,2,71,54,4619.05,325.53,17578.62
3453,16714,5,215,42,4,2,71,27,4619.05,153.89,4155.03
3453,11763,27,215,42,4,2,71,32,4619.05,415.48,13295.36
3456,8523,10,851,51,3,3,152,81,4401.2,418.38,33888.78
3456,1799,20,851,51,3,3,152,36,4401.2,343.02,12348.72
3457,4223,22,27,2,4,1,211,48,4237.11,244.52,11736.96
3457,3991,27,27,2,4,1,211,32,4237.11,442.76,14168.32
3458,4316,17,419,54,4,1,325,7,2813.11,212.43,1487.01
3458,3775,18,419,54,4,1,325,71,2813.11,175.14,12434.94
3463,17041,17,77,52,9,1,331,46,3759.84,463.52,21321.92
3464,7642,27,790,76,4,3,197,66,183.58,83.8,5530.8
3466,18691,4,751,18,12,2,151,104,8230.14,274.25,14304.29
3469,15661,13,434,8,2,1,112,39,1386.56,390.87,15243.93
3469,6033,24,434,8,2,1,112,45,1386.56,73.16,3292.2
3469,6535,29,434,8,2,1,112,7,1386.56,440.1,3080.7
3470,2219,3,921,69,6,2,167,39,283.77,443.73,17305.47
3472,14190,1,562,31,12,1,278,60,4604.39,26.86,1611.6
3473,17249,26,889,74,4,1,206,42,1386.75,426.06,17894.52
3474,15498,9,335,13,2,2,12,52,3566.48,166.42,8653.84
3474,1075,27,335,13,2,2,12,33,3566.48,291.4,9616.2
3475,10783,2,296,98,8,1,114,41,2922.7,170.25,6980.25
3475,8801,11,296,98,8,1,114,51,2922.7,151.29,7715.79
3476,5876,5,254,80,1,2,75,2,2574.48,131.96,263.92
3476,19579,12,254,80,1,2,75,9,2574.48,111.52,1003.68
3477,14719,2,576,4,10,2,354,20,3971.58,297.65,5953
3478,16457,17,836,27,6,1,334,67,4168.08,370.02,24791.34
3482,18521,6,599,12,4,2,102,18,3401.36,184.05,3312.9
3482,19700,25,599,12,4,2,102,37,3401.36,475.52,17594.24
3484,4233,28,21,74,3,2,158,59,1126.11,209.02,12332.18
3487,19358,12,340,7,12,3,317,78,1580.96,394.05,30735.9
3487,2722,24,340,7,12,3,317,32,1580.96,282.74,9047.68
3488,6850,9,819,93,2,1,313,75,1710.62,260.92,19569
3490,3198,25,82,36,2,1,120,85,433.29,24.38,2072.3
3491,7731,27,766,91,6,2,69,75,802.06,444.88,33366
3492,8289,18,325,38,5,2,335,94,4171.02,442.53,41597.82
3492,2630,27,325,38,5,2,335,12,4171.02,277.46,3329.52
3494,954,15,375,13,6,3,143,82,4487.45,93.85,7695.7
3494,7650,27,375,13,6,3,143,2,4487.45,463,926
3496,14037,15,36,90,3,1,3,16,1875.8,408.22,6531.52
3499,12845,17,584,25,12,2,337,95,2942.71,436.61,41477.95
3506,19200,9,284,56,6,2,186,34,4679.09,391.78,13320.52
3506,16163,22,284,56,6,2,186,46,4679.09,18.27,840.42
3507,16929,22,479,17,1,2,144,35,3794.75,229.55,8034.25
3508,5238,7,634,75,7,3,35,74,3869.79,270.06,19984.44
3510,8583,27,221,80,6,3,269,60,1621.11,222.47,13348.2
3512,17869,7,891,48,9,1,339,35,2373,330.61,11571.35
3514,6708,14,929,75,2,3,28,83,4354.99,21.24,1762.92
3515,4098,1,669,29,8,1,148,9,2082.59,259.87,2338.83
3515,7440,3,669,29,8,1,148,18,2082.59,438.87,7899.66
3515,5540,21,669,29,8,1,148,75,2082.59,326.72,24504
3516,11075,10,256,35,5,3,28,60,4723.3,325.03,19501.8
3518,6263,10,697,55,6,3,163,83,1453.74,194.77,16165.91
3518,6212,14,697,55,6,3,163,46,1453.74,404.08,18587.68
3518,7157,25,697,55,6,3,163,21,1453.74,177.25,3722.25
3519,6364,28,923,36,12,2,176,53,2253.87,144.09,7636.77
3520,9123,11,57,85,5,3,320,21,987.21,212.99,4472.79
3523,19465,23,724,47,11,2,209,77,4878.45,188.01,14476.77
3524,1699,5,119,74,9,2,82,16,2038.21,30.07,481.12
3524,11685,6,119,74,9,2,82,69,2038.21,402.26,27755.94
3527,202,2,72,92,2,3,357,88,1354.76,47.94,4218.72
3529,18005,10,532,32,5,2,59,72,3746.69,106.13,7641.36
3529,2810,29,532,32,5,2,59,36,3746.69,387.62,13954.32
3531,17787,28,879,17,10,1,303,72,2332.36,490.09,35286.48
3532,10478,9,248,23,10,3,309,22,2102,280.14,6163.08
3532,16257,30,248,23,10,3,309,23,2102,148.91,3424.93
3534,362,9,268,36,6,1,52,94,1425.74,376.95,35433.3
3534,1684,30,268,36,6,1,52,38,1425.74,455.5,17309
3535,16742,21,549,3,11,2,241,12,4950.08,111.73,1340.76
3537,625,6,568,40,12,2,311,28,2472.33,464.2,12997.6
3537,19807,23,568,40,12,2,311,11,2472.33,497.25,5469.75
3540,17505,2,352,80,5,1,270,59,3718.38,397.82,23471.38
3540,6852,22,352,80,5,1,270,49,3718.38,101.07,4952.43
3542,3822,18,839,54,1,3,279,67,2016.3,277.39,18585.13
3542,8082,19,839,54,1,3,279,74,2016.3,123.85,9164.9
3542,18805,28,839,54,1,3,279,85,2016.3,45.53,3870.05
3544,18778,14,835,59,8,2,167,13,2148.02,340.13,4421.69
3544,9879,17,835,59,8,2,167,67,2148.02,64.44,4317.48
3544,15905,25,835,59,8,2,167,48,2148.02,403.24,19355.52
3545,7527,5,200,15,3,2,71,44,882.13,189.8,8351.2
3545,12315,13,200,15,3,2,71,20,882.13,127.55,2551
3545,1442,17,200,15,3,2,71,69,882.13,50.69,3497.61
3546,894,14,909,23,8,1,175,54,4484.51,117.15,6326.1
3546,11610,26,909,23,8,1,175,2,4484.51,133.17,266.34
3547,14720,20,904,19,7,1,340,29,3971.41,290.32,8419.28
3548,3485,2,40,58,7,3,109,97,109.13,57.71,5597.87
3548,19429,17,40,58,7,3,109,88,109.13,64.02,5633.76
3550,19548,4,247,85,1,3,48,74,2046.1,102.3,7570.2
3550,2990,5,247,85,1,3,48,78,2046.1,221.37,17266.86
3551,17362,13,274,44,12,1,23,57,1774.27,489.85,27921.45
3552,6412,7,412,10,4,3,202,81,1110.04,466.92,37820.52
3553,1650,13,632,47,2,1,65,49,3583.41,14.87,728.63
3553,12525,14,632,47,2,1,65,19,3583.41,161.43,3067.17
3555,19604,30,67,22,11,3,65,74,3497.71,385.22,28506.28
3556,10306,3,32,73,7,1,119,96,3234.04,459.68,25134.56
3556,2017,15,415,24,7,2,132,5,1418.1,338.66,1693.3
3560,10692,5,28,24,11,1,3,77,261.81,360.16,27732.32
3560,3003,16,28,24,11,1,3,27,261.81,213.28,5758.56
3560,13049,22,28,24,11,1,3,44,261.81,204.52,8998.88
3560,1246,28,28,24,11,1,3,80,261.81,113.5,9080
3563,5761,17,448,57,2,2,39,10,2043.9,481.64,4816.4
3564,851,13,750,89,11,2,64,87,4470.99,56.86,4946.82
3564,4452,14,750,89,11,2,64,3,4470.99,21.64,64.92
3564,4764,16,750,89,11,2,64,62,4470.99,357.81,22184.22
3564,12712,24,750,89,11,2,64,66,4470.99,296.42,19563.72
3564,17925,26,750,89,11,2,64,44,4470.99,190.86,8397.84
3564,13941,30,750,89,11,2,64,61,4470.99,242.33,14782.13
3565,6125,9,805,32,1,2,61,90,4911.02,282.54,25428.6
3566,14133,26,400,89,8,1,113,28,4747.91,10.63,297.64
3570,15779,16,534,18,4,3,291,8,4561.94,343.95,2751.6
3573,3774,29,963,68,9,3,137,33,4145.65,168.3,5553.9
3574,1789,16,815,24,11,3,125,54,679.13,146.06,7887.24
3576,2940,7,541,20,7,2,223,27,2887.08,391.38,10567.26
3577,5004,8,787,56,10,1,274,70,937.45,430.8,30156
3578,16373,2,894,25,2,2,48,41,2760.1,375.33,15388.53
3579,9597,17,65,62,9,1,56,77,4683.63,74.88,5765.76
3580,14000,11,917,45,3,2,268,48,2271.27,100.76,4836.48
3581,11124,17,197,11,8,3,97,5,497.72,164.61,823.05
3584,10181,9,245,75,2,3,202,94,2321.68,424.54,39906.76
3584,985,16,245,75,2,3,202,11,2321.68,276.57,3042.27
3587,5672,11,577,30,3,2,206,23,2932.21,14.64,336.72
3588,6211,8,194,12,8,2,24,66,3220.18,137.45,9071.7
3588,4589,20,194,12,8,2,24,33,3220.18,147.65,4872.45
3591,2500,18,600,81,1,2,78,76,4331.87,478.72,36382.72
3591,12167,29,600,81,1,2,78,80,4331.87,115.08,9206.4
3592,1856,5,119,80,9,1,87,92,3457.32,281.44,25892.48
3592,8118,11,119,80,9,1,87,55,3457.32,408.39,22461.45
3592,10545,14,119,80,9,1,87,32,3457.32,290.44,9294.08
3595,3129,5,925,4,1,2,149,65,2298.92,14.75,958.75
3595,3548,15,925,4,1,2,149,85,2298.92,23.98,2038.3
3595,11544,28,925,4,1,2,149,52,2298.92,352.96,18353.92
3596,2470,18,392,89,9,2,340,45,1749.3,335.73,15107.85
3597,6189,1,635,62,4,1,79,28,3769.47,305.78,8561.84
3597,229,19,635,62,4,1,79,4,3769.47,320.89,1283.56
3599,10846,11,862,53,6,2,198,52,3957.83,349.38,18167.76
3600,17676,24,631,72,5,2,18,10,4600.81,115.62,1156.2
3601,2690,11,696,64,9,2,7,20,1609.35,369.09,7381.8
3601,12742,24,696,64,9,2,7,17,1609.35,184.55,3137.35
3602,5826,8,476,80,3,1,98,3,3961.71,265.86,797.58
3602,19267,14,476,80,3,1,98,84,3961.71,401.86,33756.24
3603,15953,5,521,39,7,1,232,12,4045.37,370.14,4441.68
3604,10418,8,737,72,3,2,117,65,2273.37,437.61,28444.65
3604,5821,15,737,72,3,2,117,44,2273.37,181.16,7971.04
3604,481,22,737,72,3,2,117,43,2273.37,98.88,4251.84
3605,7302,6,21,73,3,2,187,92,2995.41,68.25,6279
3605,18703,17,21,73,3,2,187,14,2995.41,119.4,1671.6
3605,14577,18,21,73,3,2,187,3,2995.41,240.54,721.62
3605,6194,26,21,73,3,2,187,14,2995.41,316.52,4431.28
3607,16453,17,367,40,1,2,285,15,3725.46,121.47,1822.05
3607,4093,24,367,40,1,2,285,66,3725.46,427.95,28244.7
3608,15181,13,648,68,2,2,172,120,730.54,660.38,41402.48
3608,4629,21,902,48,6,1,169,87,1506.23,322.07,28020.09
3608,259,22,902,48,6,1,169,60,1506.23,263.86,15831.6
3609,8177,15,402,29,7,1,100,60,940.91,453.44,27206.4
3610,2753,7,916,96,4,2,345,14,4079.69,425.64,5958.96
3612,9084,18,190,54,7,2,249,30,3807.54,91.24,2737.2
3612,7390,19,190,54,7,2,249,54,3807.54,481.9,26022.6
3613,7238,16,366,43,9,1,357,64,4306.85,205.42,13146.88
3614,7199,24,163,27,12,2,182,80,3958.7,97.21,7776.8
3615,18324,8,909,34,8,1,44,34,4936.8,221.29,7523.86
3615,14528,14,909,34,8,1,44,70,4936.8,271.26,18988.2
3615,16091,27,909,34,8,1,44,6,4936.8,164.28,985.68
3616,13826,3,414,72,5,2,98,21,2683.78,378.02,7938.42
3617,3620,16,456,50,11,3,185,46,4450.73,442.55,20357.3
3618,15999,9,205,55,2,3,229,27,2291.89,41.97,1133.19
3620,15973,4,532,99,5,2,71,83,650.93,31.21,2590.43
3620,9384,30,532,99,5,2,71,55,650.93,322.9,17759.5
3621,17695,4,492,82,10,3,350,70,2084.37,234.04,16382.8
3621,2459,21,492,82,10,3,350,16,2084.37,85.6,1369.6
3622,16150,17,863,70,12,1,47,90,2279.63,393.94,35454.6
3624,9036,29,448,61,2,2,241,53,2124.71,489.41,25938.73
3625,556,28,414,66,5,2,24,46,3756.89,247.12,11367.52
3626,7311,26,120,29,1,3,210,87,2090.9,335.77,29211.99
3627,3699,6,468,58,7,3,210,20,4308.99,286.38,5727.6
3630,100,7,291,54,3,1,42,30,1725.51,382.92,11487.6
3632,19486,10,890,60,11,2,152,89,2824.39,454.29,40431.81
3633,6138,23,251,38,1,1,351,19,2130.27,407.87,7749.53
3634,14333,13,288,37,11,3,196,18,3465.27,41.45,746.1
3636,16711,18,427,91,11,3,22,20,4948.14,410.19,8203.8
3638,18848,28,530,9,3,1,82,23,361.49,247.21,5685.83
3639,754,8,317,70,10,1,39,22,3621.66,487.31,10720.82
3639,15908,28,317,70,10,1,39,95,3621.66,300.66,28562.7
3640,13938,30,652,20,12,1,62,79,3648.12,53.41,4219.39
3646,18686,2,471,79,7,1,345,76,2143.79,127.15,9663.4
3646,14427,9,471,79,7,1,345,30,2143.79,388.02,11640.6
3646,8991,15,471,79,7,1,345,90,2143.79,355.98,32038.2
3646,3569,18,471,79,7,1,345,31,2143.79,188.74,5850.94
3648,1460,14,368,71,5,2,326,15,4467.33,208.92,3133.8
3649,10416,26,36,38,3,3,288,8,4693.49,64.45,515.6
3649,18748,28,36,38,3,3,288,26,4693.49,99.24,2580.24
3652,17671,8,753,82,7,2,323,27,4215.52,271.14,7320.78
3652,11420,14,753,82,7,2,323,40,4215.52,244.03,9761.2
3653,18786,5,762,34,1,1,34,77,332.1,183.67,14142.59
3653,17405,6,762,34,1,1,34,53,332.1,58.66,3108.98
3653,16793,16,762,34,1,1,34,77,332.1,163.66,12601.82
3653,17,21,762,34,1,1,34,66,332.1,239.39,15799.74
3654,1242,29,931,77,6,1,269,96,3640.23,76.56,7349.76
3658,14285,2,624,35,3,2,83,1,4612.11,101.14,101.14
3658,12924,8,624,35,3,2,83,13,4612.11,27.82,361.66
3660,2594,27,708,17,5,1,297,77,2213.39,342.28,26355.56
3661,16222,2,358,84,9,3,348,75,1185.53,191.3,14347.5
3661,9915,21,358,84,9,3,348,9,1185.53,466.14,4195.26
3662,12184,14,886,47,3,1,214,99,2940.05,163.81,16217.19
3663,5127,25,105,68,2,1,47,82,3863.07,492.61,40394.02
3664,28793,24,548,27,9,3,106,108,1587.38,274.66,6691.5
3664,11741,20,606,53,2,2,124,56,2373.43,238.97,13382.32
3665,14754,3,494,33,2,2,15,6,1456.92,25.55,153.3
3665,2771,28,494,33,2,2,15,40,1456.92,152.43,6097.2
3667,1071,11,228,44,8,2,239,69,2791.43,176.95,12209.55
3667,8495,17,228,44,8,2,239,24,2791.43,237.52,5700.48
3667,2191,27,228,44,8,2,239,21,2791.43,133.16,2796.36
3670,868,15,557,14,11,1,184,57,4080.03,361.11,20583.27
3670,7791,29,557,14,11,1,184,56,4080.03,415.41,23262.96
3671,5806,12,440,5,9,1,129,95,4795.89,206.88,19653.6
3672,9347,9,574,77,1,2,239,69,4873.27,253.32,17479.08
3675,18678,19,43,96,2,1,333,96,4260.09,382.92,36760.32
3675,11948,24,43,96,2,1,333,97,4260.09,99,9603
3675,8063,29,43,96,2,1,333,54,4260.09,23.89,1290.06
3676,16105,24,384,23,4,2,243,74,1581.94,378.41,28002.34
3679,19510,16,242,5,5,1,146,62,4252.02,356.16,22081.92
3680,4869,7,263,31,11,1,60,38,3183.28,280.61,10663.18
3680,4042,28,263,31,11,1,60,86,3183.28,330.25,28401.5
3681,12037,1,333,67,1,3,166,98,429.89,150.11,14710.78
3681,11723,21,333,67,1,3,166,45,429.89,179.93,8096.85
3683,4210,5,353,32,5,3,198,4,1432.53,165.57,662.28
3683,15599,8,353,32,5,3,198,34,1432.53,140.67,4782.78
3683,10782,14,353,32,5,3,198,53,1432.53,41.85,2218.05
3685,5722,13,232,28,10,3,137,20,1331.46,116.73,2334.6
3686,1682,5,151,99,3,3,264,2,4443.09,333.02,666.04
3687,13503,19,977,22,3,2,79,61,2406.24,374.32,22833.52
3689,4799,5,286,87,10,3,217,10,3562.49,471.53,4715.3
3691,9281,10,162,42,5,1,133,69,2231.67,15.34,1058.46
3692,17370,20,977,34,3,1,325,73,2799.6,174.46,12735.58
3692,13018,26,977,34,3,1,325,8,2799.6,189.07,1512.56
3694,6790,28,305,73,11,3,225,99,1077.91,132.13,13080.87
3696,13218,23,244,100,11,2,267,94,1155.29,218.22,20512.68
3697,11376,15,962,76,11,3,148,59,715.95,379.25,22375.75
3698,11010,20,908,40,5,1,268,75,4245.72,308.01,23100.75
3699,431,12,315,68,10,3,159,57,892.93,25.02,1426.14
3699,14787,27,315,68,10,3,159,31,892.93,364.38,11295.78
3702,9263,2,920,26,4,1,333,97,3259.37,66.04,6405.88
3702,3137,6,920,26,4,1,333,51,3259.37,33.07,1686.57
3702,8391,15,920,26,4,1,333,34,3259.37,68.63,2333.42
3702,6209,24,920,26,4,1,333,74,3259.37,437.34,32363.16
3704,17065,16,135,50,7,2,92,41,4232.22,45.42,1862.22
3704,4815,23,135,50,7,2,92,24,4232.22,377.45,9058.8
3705,8001,5,93,15,4,1,76,59,2483.25,449.96,26547.64
3705,15188,16,93,15,4,1,76,7,2483.25,190.17,1331.19
3707,4388,27,773,58,7,1,129,12,1306.99,147.03,1764.36
3710,12819,7,347,100,5,3,306,37,1063.84,442.33,16366.21
3711,3179,18,105,59,2,3,351,96,4327.43,52.2,5011.2
3711,10406,29,105,59,2,3,351,70,4327.43,88.57,6199.9
3712,9775,30,16,60,2,1,11,65,720.41,123.98,8058.7
3713,12763,6,833,45,1,2,253,14,1511.63,252.18,3530.52
3714,15009,11,497,68,10,1,185,9,2264.1,380.49,3424.41
3715,7355,22,765,9,12,1,23,69,1218.86,98.1,6768.9
3716,16913,15,743,37,1,3,73,58,1742.79,321.96,18673.68
3716,1302,22,743,37,1,3,73,73,1742.79,147.7,10782.1
3716,4645,30,743,37,1,3,73,16,1742.79,145.03,2320.48
3717,15527,3,212,55,7,2,284,70,398.21,328.48,22993.6
3717,5870,7,212,55,7,2,284,78,398.21,262.43,20469.54
3717,3966,28,212,55,7,2,284,86,398.21,230.09,19787.74
3718,17684,16,297,95,3,2,47,100,3027.28,386.14,38614
3718,11288,23,297,95,3,2,47,42,3027.28,256.34,10766.28
3719,6091,1,636,86,12,1,250,40,1384.41,308.49,12339.6
3719,15323,2,636,86,12,1,250,71,1384.41,471.31,33463.01
3720,8596,15,403,60,2,3,145,75,4736.41,67.45,5058.75
3721,15992,7,381,62,12,2,217,28,3514.26,203.85,5707.8
3722,5919,28,368,72,5,2,177,19,2693.23,213.82,4062.58
3723,7866,20,634,45,7,1,215,30,3356.56,484.04,14521.2
3724,14896,2,387,13,1,1,40,78,961.75,449.7,35076.6
3725,13959,22,200,88,3,1,217,20,747.45,336.44,6728.8
3725,11816,27,200,88,3,1,217,79,747.45,88.59,6998.61
3726,10848,6,252,7,7,3,234,97,2680.68,370.58,35946.26
3728,5508,5,770,59,8,3,10,42,4190.6,85.59,3594.78
3729,2886,25,450,9,10,1,43,67,4824.4,339.95,22776.65
3732,16889,17,777,25,2,2,301,4,1520.32,445.43,1781.72
3732,3914,23,777,25,2,2,301,87,1520.32,145.78,12682.86
3733,3218,9,69,76,10,3,11,28,640.95,140.1,3922.8
3734,14752,20,619,52,11,3,99,90,3796.32,150.75,13567.5
3735,5884,23,1,45,1,1,280,39,4136.74,489.51,19090.89
3736,19952,9,860,39,6,3,291,91,2868.98,487.16,44331.56
3737,5344,18,185,56,11,2,366,52,383.21,86.71,4508.92
3738,19764,3,554,24,1,2,30,60,3316.66,336.05,20163
3738,7586,12,554,24,1,2,30,79,3316.66,389.87,30799.73
3740,19305,7,324,33,7,3,44,41,4690.76,277.41,11373.81
3740,10559,10,324,33,7,3,44,94,4690.76,64.77,6088.38
3741,13475,10,70,89,7,2,24,100,1058.92,115.51,11551
3742,35,5,225,70,2,2,234,34,908.72,274.64,9337.76
3742,15023,12,225,70,2,2,234,61,908.72,194.68,11875.48
3742,16407,21,225,70,2,2,234,16,908.72,181.55,2904.8
3742,1940,25,225,70,2,2,234,35,908.72,167.26,5854.1
3743,15270,14,817,41,4,1,145,9,2218.25,347.5,3127.5
3744,9404,5,322,76,6,3,207,54,1619.66,334.15,18044.1
3748,9190,13,565,20,1,1,202,47,3993.85,171.75,8072.25
3749,7133,8,203,44,8,1,160,46,3002.41,120.99,5565.54
3750,16035,28,752,47,11,1,80,11,787.86,472.7,5199.7
3751,7047,2,39,80,9,1,274,53,2906.54,257.81,13663.93
3752,4417,3,815,90,11,1,141,75,2911.29,163.45,12258.75
3752,18132,6,815,90,11,1,141,53,2911.29,123.39,6539.67
